Bank_Code,Bank_Name,Branch_Code,Branch_Name,Branch_Address,City,,,,,,,,,,,,,,,,
11,"בנק דיסקונט לישראל בע""מ",330,"בי""ח וולפסון","בי""ח וולפסון 1 ",בת ים,,,,,,,,,,,,,,,,
11,"בנק דיסקונט לישראל בע""מ",340,המרכז לבנקאות פרטית השרון,מדינת היהודים 89 ,הרצלייה,,,,,,,,,,,,,,,,
11,"בנק דיסקונט לישראל בע""מ",382,מרכז עסקים השרון,שנקר 4 ,הרצלייה,,,,,,,,,,,,,,,,
11,"בנק דיסקונט לישראל בע""מ",157,התעשיה חולון,הנחושת 4 ,חולון,,,,,,,,,,,,,,,,
11,"בנק דיסקונט לישראל בע""מ",381,מרכז עסקים ירושלים והדרום,אגודת ספורט הפועל 1 ,ירושלים,,,,,,,,,,,,,,,,
11,"בנק דיסקונט לישראל בע""מ",476,מרכז השקעות ירושלים והדרום,ממילא 20 ,ירושלים,,,,,,,,,,,,,,,,
11,"בנק דיסקונט לישראל בע""מ",233,המרכז לבנקאות פרטית ירושלים,"ממילא 20 ממילא, קומה 6",ירושלים,,,,,,,,,,,,,,,,
11,"בנק דיסקונט לישראל בע""מ",444,המרכז לבנקאות פרטית-חיפה והצפון,אינשטיין 139 ,חיפה,,,,,,,,,,,,,,,,
11,"בנק דיסקונט לישראל בע""מ",383,מרכז עסקים צפון,דרך עכו 194 ,קריית ביאליק,,,,,,,,,,,,,,,,
11,"בנק דיסקונט לישראל בע""מ",478,מרכז השקעות צפון,דרך עכו 194 קומה 4,קריית ביאליק,,,,,,,,,,,,,,,,
11,"בנק דיסקונט לישראל בע""מ",357,המרכז לבנקאות פרטית תל אביב,הברזל 24 ,תל אביב -יפו,,,,,,,,,,,,,,,,
11,"בנק דיסקונט לישראל בע""מ",475,מרכז השקעות דן,יהודה הלוי 27 קומה 3,תל אביב -יפו,,,,,,,,,,,,,,,,
11,"בנק דיסקונט לישראל בע""מ",568,"בנקאות פרטית בינ""ל","דרך מנחם בגין 132 מגדלי עזריאלי, בניין מרובע קומה 33",תל אביב -יפו,,,,,,,,,,,,,,,,
11,"בנק דיסקונט לישראל בע""מ",387,מרכז ייעוץ דיגיטלי,דיסקונט 1 קמפוס דיסקונט,ראשון לציון,,,,,,,,,,,,,,,,
11,"בנק דיסקונט לישראל בע""מ",477,מרכז השקעות שפלה,הרצל 87 ,ראשון לציון,,,,,,,,,,,,,,,,
11,"בנק דיסקונט לישראל בע""מ",535,הסניף הישיר,דיסקונט 1 ,ראשון לציון,,,,,,,,,,,,,,,,
11,"בנק דיסקונט לישראל בע""מ",488,מרכז השקעות השפלה,משה לוי 11 בניין UMI קומה 11,ראשון לציון,,,,,,,,,,,,,,,,
11,"בנק דיסקונט לישראל בע""מ",188,הקניונים,"סחרוב 18 א.ת מערב ראשל""צ",ראשון לציון,,,,,,,,,,,,,,,,
11,"בנק דיסקונט לישראל בע""מ",479,מרכז השקעות השרון,סוקולוב 46 ,רמת השרון,,,,,,,,,,,,,,,,
11,"בנק דיסקונט לישראל בע""מ",384,מרכז עסקים השפלה,פרופסור פלאוט 10 קרית המדע,רחובות,,,,,,,,,,,,,,,,
11,"בנק דיסקונט לישראל בע""מ",526,פולג נתניה,גיבורי ישראל 13 ,נתניה,,,,,,,,,,,,,,,,
11,"בנק דיסקונט לישראל בע""מ",156,"מלא""ב-נתניה",סמילנסקי 6 ,נתניה,,,,,,,,,,,,,,,,
11,"בנק דיסקונט לישראל בע""מ",995,רמת חן - שלוחת סניף מרום נווה,גולני 29 ,רמת גן,,,,,,,,,,,,,,,,
11,"בנק דיסקונט לישראל בע""מ",96,מרום נווה,לנדאו 7 מרום סנטר,רמת גן,,,,,,,,,,,,,,,,
11,"בנק דיסקונט לישראל בע""מ",102,רמת חן,גולני 29 ,רמת גן,,,,,,,,,,,,,,,,
11,"בנק דיסקונט לישראל בע""מ",7,תל גנים,בן גוריון 259 ,רמת גן,,,,,,,,,,,,,,,,
11,"בנק דיסקונט לישראל בע""מ",40,רמת גן,הרצל 50 ,רמת גן,,,,,,,,,,,,,,,,
11,"בנק דיסקונט לישראל בע""מ",92,רעננה,אחוזה 128 ,רעננה,,,,,,,,,,,,,,,,
11,"בנק דיסקונט לישראל בע""מ",58,דרך בן גוריון,דרך בן גוריון 13 ,בני ברק,,,,,,,,,,,,,,,,
11,"בנק דיסקונט לישראל בע""מ",139,בני ברק,רבי עקיבא 60 ,בני ברק,,,,,,,,,,,,,,,,
11,"בנק דיסקונט לישראל בע""מ",990,שלוחת בת ים,דניאל 33 ,בת ים,,,,,,,,,,,,,,,,
11,"בנק דיסקונט לישראל בע""מ",51,בת ים,בלפור 51 ,בת ים,,,,,,,,,,,,,,,,
11,"בנק דיסקונט לישראל בע""מ",148,הנביאים,נעמי שמר 7 ,בת ים,,,,,,,,,,,,,,,,
11,"בנק דיסקונט לישראל בע""מ",145,גבעתיים,ויצמן 19 ,גבעתיים,,,,,,,,,,,,,,,,
11,"בנק דיסקונט לישראל בע""מ",44,הרצליה,סוקולוב 22 ,הרצלייה,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",272,ככר המדינה,ויצמן 32 בית לסין,תל אביב -יפו,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",273,יובנק - שד' רוטשילד תל אביב,שד' רוטשילד 42 ,תל אביב -יפו,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",330,רמת גן,ביאליק 10 ,רמת גן,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",280,יובנק - רעננה,אחוזה 124 פינת רחוב בר אילן,רעננה,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",382,בת ים חולון,יוספטל 92 קניון בת ים,בת ים,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",310,חדרה,הלל יפה 22 ,חדרה,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",324,טבריה,ככר רבין (רסקו) 1 ,טבריה,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",363,באר שבע,בן צבי 9 ,באר שבע,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",303,אוצר החייל רמות באר שבע,יצחק מודעי 30 ,באר שבע,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",338,לקוחות נבחרים,ילדי טהרן 5 מתחם הפאואר סנטר החדש,ראשון לציון,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",388,מרכז שרות ישיר,אברהם בומה שביט 5 ,ראשון לציון,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",222,מרכז תפעול סניפי,אברהם בומה שביט 5 ,ראשון לציון,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",295,בינלאומי קול,אברהם בומה שביט 5 ,ראשון לציון,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",297,יחידה מרכזת,אברהם בומה שביט 5 ,ראשון לציון,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",60,"יחידת ביצוע ני""ע",רוטשילד 42 ,תל אביב -יפו,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",321,המרכז למימון מתמחה,שד' רוטשילד 42 ,תל אביב -יפו,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",399,מטה אוצר החייל,שד' רוטשילד 42 ,תל אביב -יפו,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",286,יובנק - ניירות ערך,שדרות רוטשילד 38 ,תל אביב -יפו,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",296,קופות גמל,קבוץ גלויות 34 ,תל אביב -יפו,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",298,הנהלת חשבונות ראשית,שד' רוטשילד 42 ,תל אביב -יפו,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",334,חבר,בסיס תל השומר 0 ,רמת גן,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",45,חולון,המרגנית 2 ,חולון,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",2,טבריה,ככר רבין (רסקו) 1 ,טבריה,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",318,נווה זאב,יוהנה ז'בוטינסקי 7 ,באר שבע,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",332,קרית ההדרכה,"עיר הבהד""ים 0 ",ירוחם,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",309,עפולה,הפרסה 6 ,עפולה,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",95,כפר גנים,העצמאות 65 קניון כפר גנים,פתח תקווה,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",344,ראשון לציון,רוטשילד 14 ,ראשון לציון,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",392,מערב ראשון לציון,ילדי טהרן 5 מתחם הפאואר סנטר החדש,ראשון לציון,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",315,מודיעין,"ערער 14 ערער פינת הפיקוס, מודיעין",מודיעין-מכבים-רעות*,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",398,כרמיאל,החרושת 15 ,כרמיאל,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",377,אילת,שד' התמרים 11 שדרות התמרים 11,אילת,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",359,אוצר החייל קרית גת,הזית 54 השוק החדש,קריית גת,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",36,אפק,יגאל אלון 18 מרכז מסחרי שפיר,ראש העין,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",85,רמת השרון הבינלאומי,הסייפן 33 ,רמת השרון,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",360,קרית שמונה אוצר החייל,שד' תל חי 83 ,קריית שמונה,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",105,סניף וירטואלי ME,עזרא 4 ,רחובות,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",395,רחובות,הרצל 182 ,רחובות,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",279,יובנק - רחובות,הרצל 182 ,רחובות,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",305,סניף וירטואלי ME,עזרא 4 ,רחובות,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",335,"כפר סבא הירוקה אוצה""ח",רפפורט 1 ,כפר סבא,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",380,כפר סבא,רוטשילד 56 ,כפר סבא,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",373,אשקלון אוצר החייל,רמז 25 מרכז מסחרי חדש,אשקלון,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",132,אשקלון ברנע רב מותגי,שד ירושלים 119 ,אשקלון,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",316,קריית השרון,טום לנטוס 1 ,נתניה,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",346,נתניה,הרצל 5 ,נתניה,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",329,יוקנעם,שד' רבין 9 ,יקנעם עילית,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",355,אשדוד,"שד' מנחם בגין 7 מרכז צימר, ככר הסיטי",אשדוד,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",369,ירושלים,הלל 10 ,ירושלים,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",262,רחביה,קרן היסוד 32 ,ירושלים,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",313,ראש פינה,האגס 0 קניון סנטר הגליל,ראש פינה,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",319,נהריה,שד' הגעתון 41 ,נהרייה,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",358,אוצר החייל יהוד,דרך העצמאות 56 ,יהוד-מונוסון,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",357,הסניף המרכזי,שד' רוטשילד 42 ,תל אביב -יפו,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",44,האופרה,החשמונאים 84 ,תל אביב -יפו,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",189,פאגי תל אביב,שדרות רוטשילד 42 ,תל אביב -יפו,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",150,מרכז תפעול לחברי בורסה שאינם בנקים,רוטשילד 42 ,תל אביב -יפו,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",378,הקריה,"קפלן, הקריה 27 ",תל אביב -יפו,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",118,רמלוד,הצופית 40 ,רמלה,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",30,רמלה,שד' הרצל 63 ,רמלה,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",372,תל השומר,תל השומר 0 ,רמת גן,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",126,אבני חן,תובל 23 ,רמת גן,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",26,הבורסה,תובל 23 ,רמת גן,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",41,רמת גן,ביאליק 10 ,רמת גן,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",92,רעננה,אחוזה 124 פינת רחוב בר אילן,רעננה,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",160,מתחם שירותי קופות,אהרונוביץ 10 ,בני ברק,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",39,בת ים,יוספטל 62 קניון בת ים,בת ים,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",28,גבעתיים,שנקין 3 ,גבעתיים,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",51,הרצליה פתוח,משכית 35 ,הרצלייה,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",64,צמרות,צמרות 2 ,הרצלייה,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",140,מרכז עסקים שרון,משכית 35 ,הרצלייה,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",327,מרכז עסקים שרון,משכית 35 ,הרצלייה,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",274,יובנק - הרצליה,משכית 35 ,הרצלייה,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",27,חדרה,הלל יפה 22 ,חדרה,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",78,חולון עסקים,המשביר 1 א.ת. חולון,חולון,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",134,קריית אילון,המרגנית 2 ,חולון,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",381,רמון,"מחנה טלי, ד.נ. נגב 0 ","הר הנגב הצפוני מ""א 48",,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",88,מתחם קופות ומזומנים,"שד' מנחם בגין 7 מרכז צימר, ככר הסיטי",אשדוד,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",986,פאגי לב הרובע,"רשב""י 11 רובע ז",אשדוד,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",114,קרית משה,כנפי נשרים 2 ,ירושלים,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",172,פאגי שלוחת רמות,הכיסופים 17 ,ירושלים,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",175,פאגי רב שפע,שמגר 16 ,ירושלים,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",182,פאגי כנפי נשרים,כנפי נשרים 2 ת.ד. 575,ירושלים,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",13,רחביה,קרן היסוד 32 ,ירושלים,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",74,תלפיות,דרך חברון 98 ,ירושלים,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",205,מתחם שירותי קופה - ירושלים,שמאי 16 ,ירושלים,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",176,פאגי אלעד,בן שטח 10 ,אלעד,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",336,חיל הים - חיפה,0 0 בח חיפה, בת-גלים,,,,,,,,,,,,,,,32.834295,34.982308
31,"בנק הבינלאומי הראשון לישראל בע""מ",138,הטכניון,"קרית הטכניון 1 בניין בית הסטודנט, קרית הטכניון",חיפה,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",5,רוממה,אלחנן 1 ,חיפה,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",6,עסקים ראשי צפון,חלוצי התעשיה 20 ,חיפה,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",7,נווה שאנן,קומוי 1 ,חיפה,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",9,הכרמל חיפה,אלחנן 1 ,חיפה,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",916,המרכז לבנקאות פרטית - צפון,שד' הנשיא 127 ,חיפה,,,,,,,,,,,,,,,,
31,"בנק הבינלאומי הראשון לישראל בע""מ",187,פאגי חיפה,הרצל 63 ,חיפה,,,,,,,,,,,,,,,,
